traj_id,path,timestamp
65,"[10, 2473, 2810, 3020, 3021, 4988, 2725, 2715, 2786, 2788, 3451, 4606, 4599, 4607, 4633, 4634, 4628, 4629, 4621, 4613, 4618, 4623, 4626, 3182, 3241, 5149, 6161, 3239, 3211, 3750, 1519, 3224, 3214, 5916, 3208, 3177, 954, 1548]","[1477930924, 1477930930, 1477930967, 1477931003, 1477931006, 1477931057, 1477931108, 1477931117, 1477931136, 1477931156, 1477931172, 1477931183, 1477931198, 1477931215, 1477931267, 1477931295, 1477931322, 1477931357, 1477931388, 1477931400, 1477931420, 1477931440, 1477931469, 1477931491, 1477931508, 1477931536, 1477931570, 1477931621, 1477931646, 1477931656, 1477931673, 1477931680, 1477931682, 1477931698, 1477931718, 1477931727, 1477931742, 1477931764]"
66,"[195, 891, 4145, 880, 878, 885, 883, 1873]","[1477930932, 1477930939, 1477930947, 1477930956, 1477930957, 1477930959, 1477930966, 1477931039]"
67,"[77, 270, 2723, 619, 6601, 5764, 5086, 282, 5754, 2395, 5750, 4411]","[1477930936, 1477930957, 1477930980, 1477931007, 1477931021, 1477931037, 1477931045, 1477931051, 1477931062, 1477931074, 1477931088, 1477931095]"
68,"[4332, 4355, 4340, 703, 15, 421, 6558, 6560, 2480]","[1477930937, 1477930958, 1477930988, 1477931004, 1477931014, 1477931020, 1477931031, 1477931045, 1477931062]"
69,"[228, 5778, 5784, 5509, 5511, 6170, 6172, 5386, 5388, 5138, 3242, 3650, 1054, 2636, 2637, 3775, 3753, 5251, 3222, 1767]","[1477930948, 1477930980, 1477930992, 1477930997, 1477931004, 1477931020, 1477931057, 1477931106, 1477931125, 1477931165, 1477931248, 1477931322, 1477931343, 1477931363, 1477931423, 1477931528, 1477931574, 1477931612, 1477931659, 1477931690]"
70,"[2776, 1890, 147, 4419, 264, 2797, 4425, 5337]","[1477930984, 1477931012, 1477931018, 1477931026, 1477931033, 1477931037, 1477931047, 1477931060]"
71,"[1272, 2946, 6503, 164, 5077, 5078, 285, 2779, 2794, 2925, 6504, 2800, 6515, 2936, 4568, 2696, 2720, 2745, 213, 920, 2909]","[1477930986, 1477931027, 1477931029, 1477931031, 1477931033, 1477931034, 1477931034, 1477931035, 1477931036, 1477931037, 1477931039, 1477931046, 1477931056, 1477931080, 1477931113, 1477931132, 1477931147, 1477931177, 1477931202, 1477931213, 1477931222]"
72,"[6372, 1516, 1517, 1508, 1510]","[1477930992, 1477931013, 1477931037, 1477931049, 1477931064]"
73,"[2292, 4298, 4301, 6120, 3482, 3480, 3477, 3471, 3757, 3196, 3460, 3463, 6197, 5227, 4675, 1227, 4697, 4694, 4695, 1230, 3468, 3465, 6112, 3320, 5421, 850, 851, 848, 854, 184, 344, 2487, 524, 325, 2123, 6251, 6249, 2074, 5180, 2076, 5419, 1852, 3155, 4995, 3163, 4664, 39, 5043, 3158, 933, 11, 2782, 213, 923]","[1477931003, 1477931022, 1477931040, 1477931062, 1477931080, 1477931100, 1477931139, 1477931232, 1477931313, 1477931348, 1477931384, 1477931389, 1477931425, 1477931461, 1477931463, 1477931466, 1477931470, 1477931474, 1477931476, 1477931479, 1477931483, 1477931484, 1477931496, 1477931509, 1477931521, 1477931532, 1477931536, 1477931542, 1477931552, 1477931569, 1477931590, 1477931606, 1477931632, 1477931654, 1477931674, 1477931692, 1477931698, 1477931700, 1477931704, 1477931710, 1477931718, 1477931734, 1477931750, 1477931767, 1477931778, 1477931778, 1477931788, 1477931840, 1477931911, 1477931959, 1477931963, 1477931988, 1477932009, 1477932025]"
74,"[1690, 6206, 473, 2832, 2834, 137, 4469, 2503, 4466, 218, 3866, 441, 2899, 727, 215, 4545, 3293, 465, 4483]","[1477931007, 1477931104, 1477931163, 1477931178, 1477931220, 1477931260, 1477931279, 1477931295, 1477931306, 1477931316, 1477931360, 1477931396, 1477931408, 1477931429, 1477931461, 1477931482, 1477931492, 1477931504, 1477931533]"
75,"[2695, 4434, 4432, 4429, 5415, 2819, 2708, 264, 2797, 4425, 5337]","[1477931012, 1477931020, 1477931025, 1477931026, 1477931026, 1477931027, 1477931027, 1477931027, 1477931028, 1477931048, 1477931067]"
76,"[745, 740, 2244, 2228, 4532]","[1477931043, 1477931070, 1477931096, 1477931115, 1477931143]"
77,"[3796, 5743, 6327, 3751, 564, 6494, 569, 565, 4670, 3444, 3442, 2927, 2924, 2917, 2920, 2918, 1090, 1098, 663, 2547, 1088, 5651, 5, 3183, 1174, 143]","[1477931045, 1477931102, 1477931132, 1477931184, 1477931216, 1477931242, 1477931302, 1477931330, 1477931339, 1477931341, 1477931350, 1477931378, 1477931406, 1477931426, 1477931438, 1477931439, 1477931452, 1477931471, 1477931485, 1477931487, 1477931490, 1477931522, 1477931552, 1477931565, 1477931594, 1477931630]"
78,"[177, 3638, 179, 5394, 52, 50, 3662, 3671, 6369, 5047, 55, 5498, 3564, 6362, 3569]","[1477931058, 1477931070, 1477931097, 1477931124, 1477931139, 1477931157, 1477931176, 1477931188, 1477931206, 1477931218, 1477931242, 1477931263, 1477931292, 1477931308, 1477931312]"
79,"[4034, 2117, 4033, 2110, 4044, 4042, 4037, 317, 5929, 295, 2085, 2081, 2130, 4001, 5163, 3936, 3938, 1206, 4055, 2113, 1220, 3982, 496, 1626, 3468, 3464, 3466, 1627, 3499, 5204, 3500, 509, 5202, 4663, 1229, 4697, 4694, 4696, 1228, 4673, 5227, 4674, 6162, 1223, 1358, 1225, 5253, 5190, 1288, 5973, 5972, 1303]","[1477931072, 1477931092, 1477931104, 1477931108, 1477931114, 1477931124, 1477931136, 1477931141, 1477931150, 1477931166, 1477931187, 1477931200, 1477931224, 1477931270, 1477931300, 1477931302, 1477931310, 1477931326, 1477931338, 1477931356, 1477931380, 1477931401, 1477931448, 1477931486, 1477931486, 1477931486, 1477931486, 1477931488, 1477931490, 1477931491, 1477931492, 1477931492, 1477931492, 1477931493, 1477931495, 1477931497, 1477931504, 1477931505, 1477931506, 1477931507, 1477931518, 1477931542, 1477931572, 1477931596, 1477931637, 1477931693, 1477931722, 1477931725, 1477931727, 1477931728, 1477931731, 1477931742]"
80,"[412, 2058, 39, 5043, 3158, 933, 11, 2782, 213, 923]","[1477931082, 1477931110, 1477931124, 1477931164, 1477931217, 1477931220, 1477931222, 1477931231, 1477931246, 1477931260]"
81,"[4597, 2884, 2410, 5746, 2411, 80, 2742, 627, 1062, 5156, 1567, 632, 4620]","[1477931087, 1477931112, 1477931135, 1477931138, 1477931191, 1477931240, 1477931264, 1477931298, 1477931326, 1477931352, 1477931396, 1477931420, 1477931444]"
82,"[2465, 2460, 397, 394, 725, 390, 1478, 37, 211, 4369, 4367]","[1477931098, 1477931130, 1477931148, 1477931162, 1477931194, 1477931227, 1477931237, 1477931246, 1477931257, 1477931271, 1477931287]"
83,"[3169, 3170, 3172, 3914, 6116]","[1477931106, 1477931120, 1477931138, 1477931152, 1477931170]"
84,"[2073, 2064, 1852, 3156, 4321, 5812, 191, 4318, 3016, 3904, 3167, 289, 5167, 4593, 4587, 4584, 4582, 4579, 4576, 4596, 195, 891, 4145, 881, 894, 4143, 165, 4152]","[1477931120, 1477931138, 1477931163, 1477931184, 1477931186, 1477931202, 1477931226, 1477931236, 1477931241, 1477931251, 1477931265, 1477931304, 1477931339, 1477931361, 1477931385, 1477931408, 1477931436, 1477931457, 1477931464, 1477931465, 1477931481, 1477931492, 1477931505, 1477931523, 1477931534, 1477931542, 1477931553, 1477931559]"
85,"[3530, 3535, 1950, 3526, 967, 235, 1913, 229, 980, 3354, 978, 994, 4658, 114, 2512, 799, 5538, 5541, 6350, 1187, 1345, 6653]","[1477931121, 1477931134, 1477931139, 1477931199, 1477931228, 1477931298, 1477931354, 1477931367, 1477931385, 1477931404, 1477931416, 1477931428, 1477931439, 1477931456, 1477931496, 1477931541, 1477931566, 1477931586, 1477931608, 1477931625, 1477931667, 1477931685]"
86,"[3393, 1594, 2292, 4298, 4301, 6120, 3483, 3485, 4287, 3487, 3072, 3489, 5380, 3074, 1776, 5239, 4999, 1310, 5539, 5536, 5534, 3068, 805, 2514, 106, 4661, 4686, 996, 134, 971, 973, 976]","[1477931140, 1477931171, 1477931192, 1477931212, 1477931230, 1477931251, 1477931265, 1477931276, 1477931295, 1477931306, 1477931310, 1477931316, 1477931332, 1477931344, 1477931351, 1477931366, 1477931388, 1477931414, 1477931430, 1477931446, 1477931466, 1477931475, 1477931501, 1477931530, 1477931547, 1477931554, 1477931558, 1477931571, 1477931607, 1477931634, 1477931635, 1477931644]"
87,"[5432, 2747, 4404, 2779, 2794, 2925, 6504, 2800, 6515, 2936, 4568, 2696, 2720, 2745, 212, 929, 6493, 5119, 919, 932, 75, 4370, 1491, 1480, 36, 2726, 2554, 3004, 4361, 3157, 3160, 3162, 716, 4321, 5812, 191, 4318, 3016, 3904, 3167, 289, 5167, 4593, 4587, 4584, 4582, 4579, 4576, 4596, 195, 891, 4146, 4141, 4143, 165, 4152]","[1477931141, 1477931147, 1477931154, 1477931163, 1477931168, 1477931177, 1477931186, 1477931189, 1477931198, 1477931222, 1477931254, 1477931267, 1477931276, 1477931327, 1477931369, 1477931403, 1477931456, 1477931482, 1477931490, 1477931498, 1477931502, 1477931512, 1477931525, 1477931537, 1477931542, 1477931546, 1477931550, 1477931554, 1477931561, 1477931568, 1477931576, 1477931588, 1477931644, 1477931668, 1477931700, 1477931717, 1477931728, 1477931732, 1477931740, 1477931752, 1477931785, 1477931815, 1477931834, 1477931854, 1477931874, 1477931898, 1477931915, 1477931921, 1477931922, 1477931936, 1477931951, 1477931967, 1477931993, 1477932022, 1477932034, 1477932041]"
88,"[5432, 2747, 4404, 2778, 5079, 5082, 6433, 5085, 2438, 5768, 5283, 5290, 6581, 5291, 618, 2447, 4387]","[1477931148, 1477931156, 1477931178, 1477931187, 1477931214, 1477931249, 1477931268, 1477931280, 1477931294, 1477931309, 1477931326, 1477931356, 1477931376, 1477931378, 1477931384, 1477931392, 1477931404]"
89,"[3413, 6125, 2506, 273, 274, 2846, 2776, 1890, 147, 4419, 264, 2798, 2819, 2709, 4428, 4415, 2702]","[1477931157, 1477931204, 1477931235, 1477931273, 1477931295, 1477931323, 1477931352, 1477931362, 1477931364, 1477931367, 1477931370, 1477931370, 1477931371, 1477931372, 1477931376, 1477931382, 1477931386]"
90,"[1962, 5792, 5793, 1068, 1065, 5858, 5857, 988, 975, 229, 980, 3354, 978, 994, 4658, 114, 2512, 799, 5538, 5542, 5539, 5536, 5534, 3067, 2511, 795, 780, 789, 800, 5647, 4698, 808, 121, 123, 838, 841, 1284, 2492, 839, 866, 205, 201]","[1477931160, 1477931198, 1477931201, 1477931217, 1477931243, 1477931267, 1477931282, 1477931290, 1477931304, 1477931306, 1477931326, 1477931342, 1477931352, 1477931364, 1477931373, 1477931390, 1477931418, 1477931421, 1477931422, 1477931422, 1477931422, 1477931423, 1477931424, 1477931425, 1477931426, 1477931426, 1477931428, 1477931437, 1477931452, 1477931456, 1477931465, 1477931477, 1477931486, 1477931496, 1477931508, 1477931538, 1477931564, 1477931574, 1477931586, 1477931592, 1477931603, 1477931630]"
91,"[3202, 6056, 3769, 3220, 3768, 3786, 3765, 3762, 5973, 5972, 1304, 3760, 3758, 3756, 5019, 5020, 5021, 4676, 828, 126, 125, 806, 1334, 801, 4698, 807, 6258, 6256, 812, 5618, 3781, 836, 2633, 3782, 1499, 2553, 3741, 3743]","[1477931162, 1477931179, 1477931196, 1477931203, 1477931210, 1477931224, 1477931240, 1477931254, 1477931259, 1477931262, 1477931268, 1477931278, 1477931285, 1477931287, 1477931300, 1477931316, 1477931334, 1477931360, 1477931376, 1477931384, 1477931400, 1477931410, 1477931413, 1477931416, 1477931419, 1477931426, 1477931430, 1477931447, 1477931466, 1477931480, 1477931486, 1477931489, 1477931554, 1477931634, 1477931690, 1477931742, 1477931758, 1477931798]"
92,"[3473, 3491, 3477, 3471, 3756, 5019, 5020, 5021, 4677, 3780, 822, 819, 838, 841, 1283, 1368, 1349, 1377, 533, 4706]","[1477931165, 1477931186, 1477931207, 1477931280, 1477931318, 1477931338, 1477931358, 1477931378, 1477931397, 1477931408, 1477931420, 1477931439, 1477931453, 1477931478, 1477931500, 1477931507, 1477931513, 1477931522, 1477931537, 1477931550]"
93,"[5432, 2747, 4404, 2778, 5079, 5082, 6433, 5085, 2438, 5768, 5282, 5087, 5756, 5089, 6576, 617, 2806]","[1477931168, 1477931174, 1477931182, 1477931187, 1477931202, 1477931232, 1477931256, 1477931275, 1477931290, 1477931305, 1477931313, 1477931323, 1477931370, 1477931420, 1477931451, 1477931488, 1477931514]"
94,"[2238, 1828, 6085, 1831, 1833, 5888, 6373, 2659, 5745, 5778, 5784, 5509, 5511, 6170, 6172, 5385, 52, 50, 3662, 3671, 6368, 6370, 5046, 3421, 3435, 2641, 948, 4774, 5793, 1069, 2174, 3110, 3108]","[1477931183, 1477931205, 1477931208, 1477931219, 1477931251, 1477931266, 1477931304, 1477931318, 1477931328, 1477931349, 1477931358, 1477931363, 1477931368, 1477931373, 1477931396, 1477931427, 1477931455, 1477931472, 1477931492, 1477931509, 1477931519, 1477931536, 1477931553, 1477931581, 1477931611, 1477931631, 1477931656, 1477931669, 1477931700, 1477931701, 1477931720, 1477931746, 1477931777]"
95,"[661, 2196, 565, 4671, 1055, 6495, 3791, 6381, 6392, 1057, 560, 1145, 3212, 3748, 816, 6016, 6018, 6021, 810, 4714]","[1477931189, 1477931216, 1477931237, 1477931261, 1477931285, 1477931295, 1477931298, 1477931303, 1477931322, 1477931352, 1477931381, 1477931391, 1477931414, 1477931447, 1477931471, 1477931488, 1477931494, 1477931496, 1477931512, 1477931544]"
96,"[2268, 5177, 2262, 2075, 1414]","[1477931209, 1477931240, 1477931245, 1477931251, 1477931271]"
97,"[6056, 3769, 3220, 3768, 3786, 3765, 3762, 5973, 5972, 1304, 3760, 3758, 3756, 5019, 5020, 5021, 4677, 3779, 809, 812, 5618, 3781, 836, 2634, 1572, 5586, 6662, 5602, 6737, 5493, 3749, 3788, 4692, 5884, 1058, 6234, 3792, 3446, 3773, 6014, 225, 6718, 6185, 2896, 6330, 5108, 6702, 2893, 3275, 3274, 2899, 727, 216, 4521, 4511]","[1477931246, 1477931256, 1477931262, 1477931269, 1477931281, 1477931298, 1477931306, 1477931311, 1477931314, 1477931317, 1477931329, 1477931335, 1477931337, 1477931348, 1477931360, 1477931374, 1477931388, 1477931396, 1477931402, 1477931406, 1477931413, 1477931419, 1477931421, 1477931427, 1477931432, 1477931436, 1477931440, 1477931446, 1477931454, 1477931463, 1477931473, 1477931476, 1477931487, 1477931506, 1477931525, 1477931535, 1477931555, 1477931564, 1477931582, 1477931591, 1477931600, 1477931613, 1477931624, 1477931634, 1477931642, 1477931649, 1477931656, 1477931667, 1477931673, 1477931694, 1477931728, 1477931752, 1477931772, 1477931797, 1477931824]"
98,"[1364, 4253, 777, 3765, 3762, 5973, 5972, 1303, 1192, 1302, 3760, 3758, 3756, 5019, 5020, 5021, 4677, 3778, 1177]","[1477931246, 1477931258, 1477931283, 1477931316, 1477931336, 1477931341, 1477931344, 1477931358, 1477931366, 1477931374, 1477931384, 1477931393, 1477931395, 1477931410, 1477931420, 1477931434, 1477931453, 1477931469, 1477931492]"
99,"[3796, 5743, 6327, 3751, 563, 3437, 6384, 6460, 6381, 6392, 1057, 560, 1145, 3211, 3750, 1519, 3224, 3215, 1001, 1000, 5877]","[1477931268, 1477931321, 1477931352, 1477931416, 1477931443, 1477931446, 1477931449, 1477931479, 1477931509, 1477931531, 1477931572, 1477931604, 1477931614, 1477931618, 1477931632, 1477931654, 1477931686, 1477931698, 1477931710, 1477931716, 1477931742]"
