traj_id,path,timestamp
52,"[553, 5281, 1981, 3922, 365, 394, 3927, 560, 5275, 2346, 61, 293, 325, 321, 335, 1781, 3453, 100, 2694, 2698, 5197, 4063, 5465, 5202, 2696, 2697, 3510, 3502, 3514, 2720]","[1475252150, 1475252171, 1475252182, 1475252188, 1475252191, 1475252194, 1475252208, 1475252219, 1475252231, 1475252243, 1475252258, 1475252281, 1475252298, 1475252312, 1475252322, 1475252327, 1475252332, 1475252340, 1475252357, 1475252367, 1475252369, 1475252371, 1475252372, 1475252374, 1475252383, 1475252393, 1475252418, 1475252441, 1475252446, 1475252457]"
53,"[553, 5281, 1981, 3922, 365, 394, 3927, 560, 5275, 2346, 61, 293, 325, 321, 335, 1781, 3453, 100, 2694, 2698, 5197, 4063, 5464, 4112, 2700]","[1475252175, 1475252198, 1475252223, 1475252247, 1475252251, 1475252254, 1475252270, 1475252280, 1475252292, 1475252304, 1475252318, 1475252340, 1475252356, 1475252370, 1475252382, 1475252388, 1475252391, 1475252397, 1475252412, 1475252424, 1475252426, 1475252428, 1475252430, 1475252433, 1475252440]"
54,"[2102, 3779, 3775, 3661, 2867, 3657, 2869, 2856, 2876, 3780, 3663, 3665, 6385, 3666, 6388, 6432, 6344, 6318, 1382, 113, 2645, 2648, 2206, 6391, 2631, 6240, 2757, 132, 6236, 4443, 6234, 6226, 6231, 2655, 968, 1299, 1301, 966, 969]","[1475252178, 1475252188, 1475252192, 1475252200, 1475252237, 1475252252, 1475252254, 1475252256, 1475252271, 1475252286, 1475252318, 1475252350, 1475252400, 1475252474, 1475252490, 1475252512, 1475252535, 1475252558, 1475252574, 1475252583, 1475252591, 1475252602, 1475252618, 1475252656, 1475252687, 1475252692, 1475252702, 1475252714, 1475252716, 1475252720, 1475252736, 1475252750, 1475252751, 1475252759, 1475252770, 1475252774, 1475252778, 1475252791, 1475252820]"
55,"[1096, 1229, 1087, 1741, 4231, 3758, 6757, 6759, 1183, 1158, 4226, 4682, 1187, 4841, 1179, 4256, 4840]","[1475252192, 1475252211, 1475252238, 1475252251, 1475252257, 1475252272, 1475252305, 1475252318, 1475252319, 1475252321, 1475252352, 1475252373, 1475252400, 1475252428, 1475252429, 1475252431, 1475252442]"
56,"[46, 3783, 3349, 44, 338, 2833, 3665, 6384, 4920, 4918, 4925, 2819, 6630, 6628, 6625, 6575, 2400, 146, 6621, 6653, 2150, 3080, 4885, 4895, 4887]","[1475252204, 1475252216, 1475252224, 1475252228, 1475252242, 1475252267, 1475252308, 1475252345, 1475252356, 1475252357, 1475252368, 1475252410, 1475252454, 1475252465, 1475252508, 1475252541, 1475252546, 1475252547, 1475252575, 1475252616, 1475252657, 1475252684, 1475252700, 1475252720, 1475252754]"
57,"[5564, 3050, 2719, 5559, 5563, 873, 870, 5587, 888, 881, 215, 5566, 5598, 123, 124, 127, 5818, 5822, 5821, 104, 6281, 6285, 6284, 4745, 72, 4744, 4750, 4747, 691, 2388, 405, 2852, 2910, 2389, 2395, 2246, 3577]","[1475252206, 1475252218, 1475252239, 1475252252, 1475252258, 1475252268, 1475252315, 1475252357, 1475252358, 1475252359, 1475252360, 1475252376, 1475252399, 1475252408, 1475252410, 1475252424, 1475252460, 1475252490, 1475252579, 1475252657, 1475252661, 1475252672, 1475252692, 1475252709, 1475252710, 1475252722, 1475252740, 1475252751, 1475252756, 1475252760, 1475252775, 1475252792, 1475252798, 1475252826, 1475252871, 1475252913, 1475252953]"
58,"[5814, 679, 6317, 78, 2230, 3377, 2688, 76, 3468, 2782, 2781, 4918, 4925, 2817, 712, 1012, 6625, 6575, 2400, 146, 6621, 6655, 6652, 6649, 6646, 150, 158, 2153, 1174, 4599, 4594, 4596, 4597, 163, 4868, 4870, 1124, 1143, 6422, 1126, 1101, 1111, 1176, 1185, 1191, 1154, 1158, 4226, 4682, 1186, 1190]","[1475252210, 1475252228, 1475252247, 1475252277, 1475252333, 1475252376, 1475252377, 1475252392, 1475252408, 1475252410, 1475252433, 1475252454, 1475252462, 1475252488, 1475252517, 1475252530, 1475252542, 1475252549, 1475252550, 1475252551, 1475252583, 1475252624, 1475252641, 1475252658, 1475252666, 1475252667, 1475252678, 1475252697, 1475252720, 1475252733, 1475252736, 1475252739, 1475252740, 1475252752, 1475252765, 1475252772, 1475252782, 1475252800, 1475252813, 1475252817, 1475252826, 1475252837, 1475252847, 1475252853, 1475252878, 1475252928, 1475252961, 1475252987, 1475253009, 1475253010, 1475253027]"
59,"[1553, 1546, 1737, 1208, 165, 1177, 1150, 1174, 4599, 4594, 4596, 4597, 163, 4868, 4870, 1124, 1143, 6423, 4848, 4847]","[1475252212, 1475252237, 1475252268, 1475252313, 1475252334, 1475252339, 1475252343, 1475252347, 1475252350, 1475252354, 1475252358, 1475252360, 1475252376, 1475252398, 1475252411, 1475252423, 1475252442, 1475252463, 1475252481, 1475252507]"
60,"[6245, 804, 596, 377, 2672, 565, 5644, 471, 1326, 534, 2512, 3916, 438, 366, 3924, 407, 540, 558, 455, 2636, 1788, 2076, 4539, 4538, 5218, 207, 2078, 1603, 2091, 5357, 785, 4174, 5359, 1069, 1068]","[1475252217, 1475252252, 1475252286, 1475252378, 1475252430, 1475252439, 1475252455, 1475252490, 1475252514, 1475252552, 1475252588, 1475252601, 1475252604, 1475252606, 1475252621, 1475252645, 1475252664, 1475252684, 1475252705, 1475252718, 1475252736, 1475252761, 1475252778, 1475252798, 1475252828, 1475252829, 1475252837, 1475252846, 1475252872, 1475252910, 1475252921, 1475252930, 1475252992, 1475253053, 1475253064]"
61,"[4777, 2728, 6016, 2407, 4423, 196, 1254, 735, 37, 1739, 6723, 1221, 4298, 6737, 3029, 4245, 1096, 1229, 1087, 1741, 4230, 4249, 4212, 4763]","[1475252224, 1475252234, 1475252258, 1475252276, 1475252290, 1475252310, 1475252370, 1475252427, 1475252448, 1475252520, 1475252577, 1475252579, 1475252580, 1475252615, 1475252649, 1475252660, 1475252680, 1475252696, 1475252722, 1475252739, 1475252740, 1475252758, 1475252802, 1475252831]"
62,"[4278, 1278, 2156, 284, 4198, 1741, 4231, 3758, 6757, 6759, 1183, 1159, 1260, 2170]","[1475252248, 1475252279, 1475252309, 1475252371, 1475252414, 1475252417, 1475252423, 1475252436, 1475252457, 1475252467, 1475252468, 1475252480, 1475252496, 1475252510]"
63,"[2904, 731, 2259, 821, 4643, 4416, 4408, 4415, 263, 849, 4481, 5623, 3681, 3684, 3703, 4562, 3687, 3689, 4499, 4786, 3692, 3696, 3697, 3700, 5161, 3675, 848]","[1475252254, 1475252287, 1475252339, 1475252392, 1475252401, 1475252406, 1475252406, 1475252406, 1475252413, 1475252427, 1475252440, 1475252464, 1475252472, 1475252489, 1475252506, 1475252521, 1475252544, 1475252557, 1475252566, 1475252572, 1475252581, 1475252596, 1475252613, 1475252638, 1475252644, 1475252645, 1475252666]"
64,"[987, 760, 757, 4888, 2826, 4871, 1118, 1098, 990, 1789, 1155, 1166, 1792, 1169, 1200, 4714, 1136, 1126, 1101, 1111, 1176, 1185, 1191, 1154, 1158, 4226, 4683, 4681, 4679]","[1475252261, 1475252302, 1475252322, 1475252336, 1475252350, 1475252374, 1475252376, 1475252377, 1475252379, 1475252381, 1475252383, 1475252385, 1475252387, 1475252389, 1475252390, 1475252392, 1475252399, 1475252408, 1475252417, 1475252430, 1475252441, 1475252448, 1475252469, 1475252512, 1475252540, 1475252560, 1475252584, 1475252596, 1475252613]"
65,"[144, 1010, 1033, 2682, 2680, 1026, 147, 2813, 5758, 2544, 2538, 5761, 896, 2124, 3660, 2713, 2128, 791, 949, 2948, 6053, 1504, 1508, 1893, 2122, 929, 4941]","[1475252265, 1475252294, 1475252310, 1475252325, 1475252353, 1475252392, 1475252409, 1475252483, 1475252559, 1475252562, 1475252565, 1475252574, 1475252588, 1475252620, 1475252649, 1475252660, 1475252676, 1475252702, 1475252720, 1475252721, 1475252739, 1475252762, 1475252784, 1475252808, 1475252841, 1475252871, 1475252894]"
66,"[4025, 977, 4722, 2199, 89, 94, 131, 91, 4444, 4465, 364, 3399, 3405, 569, 810, 526, 3480, 353, 2180, 430, 551, 1301, 967, 4439, 6393, 1302, 2669]","[1475252267, 1475252273, 1475252286, 1475252319, 1475252336, 1475252339, 1475252344, 1475252348, 1475252356, 1475252375, 1475252388, 1475252398, 1475252420, 1475252438, 1475252440, 1475252441, 1475252452, 1475252466, 1475252477, 1475252489, 1475252504, 1475252518, 1475252532, 1475252552, 1475252599, 1475252654, 1475252688]"
67,"[3120, 4290, 1197, 1189, 4296, 1183, 1159, 1260, 2170, 188]","[1475252276, 1475252285, 1475252307, 1475252343, 1475252363, 1475252364, 1475252378, 1475252394, 1475252405, 1475252452]"
68,"[4273, 2932, 2931, 2297, 5931, 266, 4781, 38]","[1475252281, 1475252323, 1475252356, 1475252385, 1475252398, 1475252404, 1475252415, 1475252442]"
69,"[4722, 2199, 89, 93, 4719, 4510, 3332, 4470, 4468, 4442, 4436, 3757, 3668, 6334, 3669, 3057, 112, 3227, 6387, 3664, 4927]","[1475252322, 1475252376, 1475252398, 1475252401, 1475252414, 1475252429, 1475252436, 1475252441, 1475252454, 1475252476, 1475252507, 1475252532, 1475252560, 1475252608, 1475252634, 1475252637, 1475252651, 1475252672, 1475252704, 1475252784, 1475252793]"
70,"[5818, 5822, 5821, 105, 5826, 1348, 84, 86, 87, 2646, 2643, 2759, 3373, 3757, 3668, 6334, 3670, 4159, 4160]","[1475252348, 1475252393, 1475252478, 1475252577, 1475252605, 1475252618, 1475252624, 1475252634, 1475252644, 1475252650, 1475252652, 1475252661, 1475252678, 1475252688, 1475252712, 1475252745, 1475252769, 1475252791, 1475252816]"
71,"[6317, 78, 2230, 3377, 2688, 76, 3468, 2782, 2781, 4919, 2296, 2850, 199, 2390, 621, 2385, 4747, 691, 2388, 405, 2851, 3666, 6388, 6431, 3669, 3058, 1404, 6333, 6335, 2522, 1148, 6609, 1166, 1792, 1169, 1200, 4715, 1176, 1185, 1191, 1154, 1158, 4226, 4682, 1187, 4841, 1179, 4256, 4840]","[1475252352, 1475252372, 1475252402, 1475252420, 1475252421, 1475252439, 1475252454, 1475252457, 1475252466, 1475252487, 1475252514, 1475252535, 1475252544, 1475252548, 1475252551, 1475252553, 1475252554, 1475252558, 1475252561, 1475252570, 1475252588, 1475252610, 1475252642, 1475252661, 1475252664, 1475252694, 1475252734, 1475252758, 1475252775, 1475252776, 1475252778, 1475252803, 1475252838, 1475252853, 1475252863, 1475252869, 1475252875, 1475252880, 1475252886, 1475252915, 1475252956, 1475252973, 1475252995, 1475253018, 1475253046, 1475253074, 1475253076, 1475253078, 1475253087]"
72,"[4025, 977, 4722, 2199, 89, 93, 4719, 4510, 3332, 4470, 4468, 4442, 4436, 3757, 3668, 6334, 3669, 3058, 1402, 1023, 6322, 1015, 2246, 3576, 2247]","[1475252357, 1475252364, 1475252378, 1475252416, 1475252435, 1475252438, 1475252449, 1475252462, 1475252468, 1475252472, 1475252492, 1475252519, 1475252548, 1475252570, 1475252588, 1475252626, 1475252638, 1475252664, 1475252690, 1475252691, 1475252718, 1475252745, 1475252750, 1475252756, 1475252772]"
73,"[2712, 6598, 6600, 6603, 6605, 6607, 6608, 6611, 6614, 6583, 6615, 6618, 6584, 1027, 2521, 2677, 2674, 2682, 2680, 1026, 147, 2813, 5758, 2543, 6063, 6065, 2538, 5761, 896, 2124, 3660, 2713, 2128, 791, 950, 6062, 3738, 3735, 928, 1882, 933, 5695, 3716, 749, 2710, 958, 1490, 5686, 926]","[1475252362, 1475252370, 1475252385, 1475252400, 1475252411, 1475252436, 1475252452, 1475252472, 1475252492, 1475252506, 1475252518, 1475252567, 1475252583, 1475252583, 1475252599, 1475252615, 1475252616, 1475252617, 1475252633, 1475252680, 1475252708, 1475252749, 1475252786, 1475252789, 1475252795, 1475252801, 1475252802, 1475252810, 1475252824, 1475252853, 1475252876, 1475252888, 1475252901, 1475252920, 1475252940, 1475252962, 1475252970, 1475252981, 1475252994, 1475253012, 1475253050, 1475253094, 1475253119, 1475253120, 1475253136, 1475253172, 1475253189, 1475253210, 1475253222]"
74,"[5255, 530, 142, 443, 529, 2341, 4091, 4130, 3720, 3728, 3729, 2627, 5691, 5294, 2629, 4142, 4082, 4110, 5726, 4139, 4087, 4055, 5391, 4119]","[1475252377, 1475252446, 1475252508, 1475252527, 1475252536, 1475252546, 1475252565, 1475252601, 1475252667, 1475252696, 1475252698, 1475252699, 1475252701, 1475252713, 1475252726, 1475252751, 1475252773, 1475252825, 1475252887, 1475252902, 1475252903, 1475252904, 1475252931, 1475252966]"
75,"[4808, 13, 3209, 5132, 5129, 14, 4821, 4575, 4574, 5155, 907, 17, 2309, 1040, 1037, 19, 1249, 5115, 2568, 5122, 4857, 6205, 3745, 6215, 1046, 2570, 1038, 4863, 4862, 4917, 5636, 4777, 2727, 4769, 4775, 731, 2260, 6762, 265, 4427, 6773, 3441]","[1475252381, 1475252433, 1475252469, 1475252498, 1475252526, 1475252548, 1475252557, 1475252594, 1475252632, 1475252639, 1475252654, 1475252678, 1475252688, 1475252694, 1475252706, 1475252718, 1475252722, 1475252730, 1475252741, 1475252760, 1475252769, 1475252778, 1475252780, 1475252782, 1475252784, 1475252789, 1475252790, 1475252807, 1475252828, 1475252848, 1475252862, 1475252876, 1475252889, 1475252914, 1475252943, 1475252956, 1475252978, 1475253012, 1475253029, 1475253044, 1475253056, 1475253072]"
76,"[1678, 725, 3428, 3430, 723, 1917, 5443, 5442, 5440, 5437, 5729, 5730, 4803]","[1475252382, 1475252388, 1475252397, 1475252406, 1475252410, 1475252414, 1475252416, 1475252424, 1475252442, 1475252464, 1475252484, 1475252493, 1475252509]"
77,"[5814, 679, 6317, 78, 2230, 3377, 2688, 74, 3381, 436, 2223, 2212, 6300, 72, 4744, 4750, 4747, 691, 2388, 405, 2852, 2910, 2389, 2396, 2679, 6592, 2674, 2683, 6616, 2399, 4884, 3084, 3077, 4596, 4597, 163, 4868, 4870, 1124, 1143, 6422, 1126, 1101, 1111, 1176, 1185, 1191, 1154, 1158, 4226, 4682, 1187, 4841, 1179, 4256, 4840]","[1475252382, 1475252424, 1475252440, 1475252464, 1475252499, 1475252520, 1475252523, 1475252524, 1475252538, 1475252562, 1475252576, 1475252586, 1475252594, 1475252595, 1475252604, 1475252624, 1475252637, 1475252642, 1475252646, 1475252675, 1475252706, 1475252714, 1475252738, 1475252770, 1475252793, 1475252808, 1475252809, 1475252810, 1475252825, 1475252860, 1475252882, 1475252900, 1475252957, 1475252994, 1475252997, 1475253010, 1475253024, 1475253030, 1475253042, 1475253063, 1475253079, 1475253084, 1475253093, 1475253105, 1475253114, 1475253122, 1475253143, 1475253176, 1475253198, 1475253215, 1475253234, 1475253258, 1475253288, 1475253289, 1475253291, 1475253298]"
78,"[4128, 965, 968, 1299, 1301, 967, 4439, 6392, 2274, 2276, 457, 2282, 2877, 2273, 519, 5637, 3069, 2673, 5592, 421, 5575, 881, 215, 5566, 5598, 123, 125, 10, 47, 5782, 3137, 611, 81, 3789, 2537, 5784, 3349, 44, 338, 2834, 2911, 2913, 5754, 1625, 2535, 6038, 2545, 2543, 6064, 2311, 956, 6399, 733, 6425, 2376, 1814, 1747, 36, 4273, 2932, 2930, 2921, 6664, 1975, 1806, 1252, 4363, 4360]","[1475252399, 1475252424, 1475252436, 1475252441, 1475252447, 1475252459, 1475252476, 1475252500, 1475252521, 1475252530, 1475252534, 1475252536, 1475252557, 1475252590, 1475252605, 1475252616, 1475252625, 1475252642, 1475252724, 1475252928, 1475253060, 1475253062, 1475253064, 1475253081, 1475253112, 1475253124, 1475253130, 1475253141, 1475253143, 1475253156, 1475253176, 1475253186, 1475253198, 1475253206, 1475253208, 1475253210, 1475253212, 1475253215, 1475253221, 1475253231, 1475253239, 1475253242, 1475253244, 1475253265, 1475253312, 1475253327, 1475253328, 1475253329, 1475253361, 1475253407, 1475253422, 1475253426, 1475253431, 1475253435, 1475253440, 1475253450, 1475253510, 1475253537, 1475253583, 1475253612, 1475253614, 1475253618, 1475253631, 1475253648, 1475253656, 1475253684, 1475253715, 1475253741]"
79,"[977, 4722, 2199, 89, 94, 131, 91, 4444, 4465, 363, 461, 6310]","[1475252400, 1475252421, 1475252462, 1475252484, 1475252487, 1475252493, 1475252495, 1475252502, 1475252528, 1475252547, 1475252549, 1475252568]"
80,"[1051, 1053, 1052, 190, 3218, 1113, 6417, 6415, 1217, 6400, 734, 6193, 6408, 6199, 6192, 6203, 6200, 222, 4774, 2574, 2612, 6174, 6175, 2565, 22, 1047, 1059, 1036, 6164, 1665, 3064, 1400, 2587, 5177, 2588, 1682, 3034, 753, 3277, 5385, 909]","[1475252412, 1475252419, 1475252437, 1475252461, 1475252479, 1475252501, 1475252528, 1475252585, 1475252636, 1475252646, 1475252652, 1475252664, 1475252672, 1475252676, 1475252680, 1475252704, 1475252728, 1475252734, 1475252754, 1475252772, 1475252794, 1475252818, 1475252828, 1475252838, 1475252844, 1475252857, 1475252869, 1475252875, 1475252879, 1475252887, 1475252898, 1475252917, 1475252954, 1475252973, 1475252976, 1475252988, 1475253000, 1475253022, 1475253047, 1475253077, 1475253139]"
81,"[5187, 5184, 4787, 4794, 4791, 4801, 4567, 4569, 1043, 1061, 1058, 1037, 19, 1249, 5115, 2569, 21, 1824, 768, 6101, 6410, 6197, 2622, 6405, 4870, 1124, 1143, 6423, 4848, 4847, 1056]","[1475252420, 1475252483, 1475252497, 1475252516, 1475252543, 1475252561, 1475252572, 1475252582, 1475252586, 1475252592, 1475252604, 1475252630, 1475252642, 1475252648, 1475252658, 1475252669, 1475252702, 1475252741, 1475252748, 1475252758, 1475252772, 1475252788, 1475252801, 1475252842, 1475252882, 1475252892, 1475252906, 1475252918, 1475252933, 1475252955, 1475252972]"
82,"[6019, 4822, 1925, 4157, 905, 5126, 5124, 1924, 33, 3433, 725, 3429, 1916, 716, 1919, 3434, 5335]","[1475252422, 1475252437, 1475252452, 1475252470, 1475252490, 1475252512, 1475252522, 1475252536, 1475252544, 1475252546, 1475252550, 1475252556, 1475252563, 1475252570, 1475252578, 1475252593, 1475252615]"
83,"[5144, 4066, 4114, 4064, 4131, 4088, 6397, 4143, 4091, 4130, 3720, 3727, 5291, 2626, 935, 1320, 2872, 3780, 3663, 3665, 6384, 4920, 4919]","[1475252424, 1475252434, 1475252440, 1475252444, 1475252454, 1475252471, 1475252494, 1475252526, 1475252553, 1475252584, 1475252622, 1475252642, 1475252652, 1475252666, 1475252676, 1475252693, 1475252729, 1475252784, 1475252812, 1475252844, 1475252870, 1475252885, 1475252914]"
84,"[67, 65, 3919, 5271, 3921, 169, 1995, 573, 5655, 2670, 3069, 2673, 5593, 5605, 5594, 5601, 5600, 5597, 5598, 123, 124, 127, 5818]","[1475252428, 1475252462, 1475252472, 1475252477, 1475252489, 1475252513, 1475252540, 1475252570, 1475252596, 1475252603, 1475252606, 1475252615, 1475252633, 1475252676, 1475252711, 1475252712, 1475252714, 1475252728, 1475252746, 1475252753, 1475252755, 1475252766, 1475252808]"
85,"[4238, 4241, 4225, 4297, 6755, 6754, 4248, 4199, 4277, 4219, 4205, 4301, 6734, 4254, 4295, 6722, 4275, 4273]","[1475252430, 1475252457, 1475252472, 1475252473, 1475252482, 1475252537, 1475252584, 1475252600, 1475252623, 1475252642, 1475252653, 1475252697, 1475252739, 1475252740, 1475252741, 1475252750, 1475252789, 1475252849]"
86,"[5144, 4066, 4114, 4064, 4131, 4088, 6397, 4143, 4091, 4130, 3720, 3728, 3730, 3723, 3726, 3719, 3717, 3711, 3712]","[1475252442, 1475252451, 1475252456, 1475252463, 1475252476, 1475252494, 1475252523, 1475252556, 1475252578, 1475252615, 1475252678, 1475252709, 1475252739, 1475252782, 1475252810, 1475252826, 1475252861, 1475252911, 1475252920]"
87,"[434, 549, 5804, 5807, 5809, 3389, 5815, 5812, 2919, 10, 48, 11, 119, 4694, 4691, 5544, 4696, 4698, 5551, 4701, 4686, 4688, 4690, 6430, 5496, 2755, 2744, 2738, 553, 5281, 1981, 3923, 3924, 407, 540, 558, 455, 2636, 1788, 2076, 4539, 4538, 5218, 207, 2078, 1603, 2091, 5357, 785, 4174, 5359, 1069, 1068]","[1475252457, 1475252492, 1475252524, 1475252546, 1475252547, 1475252578, 1475252616, 1475252640, 1475252654, 1475252657, 1475252666, 1475252676, 1475252686, 1475252702, 1475252720, 1475252729, 1475252730, 1475252731, 1475252744, 1475252768, 1475252794, 1475252804, 1475252805, 1475252805, 1475252816, 1475252836, 1475252845, 1475252850, 1475252870, 1475252888, 1475252906, 1475252927, 1475252944, 1475252963, 1475252992, 1475253018, 1475253034, 1475253045, 1475253060, 1475253080, 1475253098, 1475253119, 1475253139, 1475253142, 1475253159, 1475253167, 1475253177, 1475253194, 1475253198, 1475253201, 1475253230, 1475253258, 1475253272]"
88,"[4581, 4573, 4574, 5155, 907, 17, 2309, 1040, 1037, 19, 1249, 5115, 2569, 21, 1824, 768, 6101, 6411, 6179, 2370, 6402, 733, 6425, 2376, 1814, 1747, 37, 1739, 6723, 1221, 4298, 6737, 3029, 4245, 1096, 1229, 1087, 1742, 4881, 1202, 1139, 4762, 4235]","[1475252459, 1475252497, 1475252530, 1475252537, 1475252554, 1475252576, 1475252588, 1475252596, 1475252606, 1475252616, 1475252621, 1475252630, 1475252639, 1475252670, 1475252707, 1475252717, 1475252728, 1475252738, 1475252747, 1475252766, 1475252796, 1475252818, 1475252824, 1475252842, 1475252879, 1475252965, 1475253044, 1475253071, 1475253082, 1475253083, 1475253086, 1475253120, 1475253152, 1475253166, 1475253194, 1475253219, 1475253240, 1475253280, 1475253312, 1475253327, 1475253362, 1475253382, 1475253400]"
89,"[644, 86, 88, 115, 2693, 82, 116, 5306, 630, 4832, 6281, 6285, 6284, 4744, 4750, 4747, 691, 2388, 405, 2852, 2910, 2389, 2396, 2679, 6592, 2674, 2683, 6616, 2399, 4884, 3084, 3077, 4596, 4597, 164, 1170, 1195, 4192, 4202, 4218, 4265, 4208, 4244, 4206, 4210, 6659, 4287, 4190, 6694, 4292, 4259, 4471, 4289, 4341]","[1475252469, 1475252499, 1475252505, 1475252512, 1475252517, 1475252520, 1475252522, 1475252546, 1475252557, 1475252580, 1475252607, 1475252619, 1475252640, 1475252656, 1475252676, 1475252688, 1475252692, 1475252697, 1475252706, 1475252720, 1475252727, 1475252754, 1475252787, 1475252818, 1475252841, 1475252843, 1475252844, 1475252858, 1475252880, 1475252891, 1475252900, 1475252931, 1475252975, 1475252986, 1475253000, 1475253003, 1475253006, 1475253018, 1475253036, 1475253045, 1475253051, 1475253070, 1475253079, 1475253096, 1475253124, 1475253134, 1475253135, 1475253136, 1475253153, 1475253172, 1475253190, 1475253201, 1475253236, 1475253273]"
90,"[1510, 2944, 6056, 6053, 1504, 1508, 1893, 2122, 929, 4942, 2987, 2866, 4943, 2406, 2556, 50, 5524, 1888, 2404, 5520, 708, 5527, 5530, 5532, 5493, 5608, 5495, 2321, 176, 2318, 2726, 4153, 4837, 4156, 4523, 4125, 2138, 178, 1573, 5338, 1602, 1578, 4545, 4532, 1587, 2075]","[1475252470, 1475252514, 1475252538, 1475252566, 1475252585, 1475252618, 1475252654, 1475252701, 1475252717, 1475252768, 1475252798, 1475252804, 1475252812, 1475252831, 1475252840, 1475252847, 1475252855, 1475252857, 1475252858, 1475252865, 1475252886, 1475252896, 1475252912, 1475252932, 1475252950, 1475252972, 1475252989, 1475252994, 1475253002, 1475253023, 1475253033, 1475253048, 1475253068, 1475253105, 1475253119, 1475253119, 1475253120, 1475253125, 1475253129, 1475253138, 1475253165, 1475253194, 1475253205, 1475253216, 1475253236, 1475253265]"
91,"[5551, 4701, 4686, 4688, 4689, 5534, 2553, 2551, 5495, 2321, 176, 2318, 2726, 4152, 2654, 4584, 2651, 2652, 442, 2638, 1784, 3458, 3456, 2697, 3510, 3502, 3514, 2720]","[1475252518, 1475252536, 1475252578, 1475252607, 1475252608, 1475252618, 1475252632, 1475252648, 1475252659, 1475252662, 1475252670, 1475252684, 1475252698, 1475252699, 1475252702, 1475252706, 1475252716, 1475252746, 1475252778, 1475252809, 1475252838, 1475252861, 1475252885, 1475252897, 1475252904, 1475252912, 1475252918, 1475252932]"
92,"[2755, 2744, 2738, 553, 5281, 1981, 3922, 365, 394, 3927, 561, 411, 66, 5238, 2340, 576, 2326, 372, 593, 2667, 4459, 4448, 6394, 4446, 2733, 2281, 2517]","[1475252530, 1475252548, 1475252557, 1475252575, 1475252590, 1475252599, 1475252623, 1475252647, 1475252652, 1475252665, 1475252691, 1475252707, 1475252708, 1475252713, 1475252729, 1475252754, 1475252764, 1475252782, 1475252804, 1475252828, 1475252844, 1475252866, 1475252884, 1475252892, 1475252908, 1475252920, 1475252928]"
93,"[474, 5567, 2899, 5599, 214, 137, 887, 3536, 601, 515, 5591, 564, 2670, 3070, 497, 6254, 6243, 6244, 527, 329, 463, 2731, 90, 4469, 96, 130, 128, 2203, 2789, 1376]","[1475252558, 1475252586, 1475252636, 1475252657, 1475252663, 1475252669, 1475252675, 1475252736, 1475252804, 1475252814, 1475252881, 1475252904, 1475252908, 1475252963, 1475253000, 1475253024, 1475253038, 1475253052, 1475253055, 1475253072, 1475253096, 1475253113, 1475253120, 1475253122, 1475253128, 1475253132, 1475253138, 1475253152, 1475253180, 1475253200]"
94,"[6616, 2398, 1392, 6617, 2681, 2677, 2675, 2525, 2526, 2523, 2533]","[1475252566, 1475252594, 1475252622, 1475252646, 1475252648, 1475252649, 1475252664, 1475252711, 1475252742, 1475252760, 1475252810]"
95,"[1404, 6333, 6336, 6586, 2533]","[1475252580, 1475252633, 1475252674, 1475252691, 1475252722]"
96,"[1739, 6724, 6727, 6656, 160, 153, 1528, 157, 6639, 6642, 6635, 2811, 2815, 3, 6653, 2150]","[1475252581, 1475252600, 1475252640, 1475252668, 1475252670, 1475252674, 1475252677, 1475252690, 1475252703, 1475252720, 1475252737, 1475252740, 1475252744, 1475252745, 1475252760, 1475252789]"
97,"[55, 468, 352, 864, 141, 342, 3215, 2028, 5503, 53, 476, 5246, 6429, 2320, 241, 764, 5484, 2554, 5552, 232, 166, 5546, 772, 4835, 120, 122, 123, 125, 10, 47, 5782, 3137, 611, 81, 3789, 2537, 5784, 3349, 44, 338, 2834, 2911, 2913, 5754, 1625]","[1475252604, 1475252626, 1475252669, 1475252705, 1475252717, 1475252729, 1475252735, 1475252744, 1475252749, 1475252758, 1475252777, 1475252786, 1475252787, 1475252802, 1475252830, 1475252844, 1475252848, 1475252853, 1475252860, 1475252861, 1475252862, 1475252870, 1475252882, 1475252897, 1475252910, 1475252918, 1475252926, 1475252932, 1475252938, 1475252939, 1475252950, 1475252964, 1475252974, 1475252987, 1475253000, 1475253005, 1475253006, 1475253008, 1475253014, 1475253027, 1475253041, 1475253048, 1475253053, 1475253056, 1475253076]"
